Birth_rate_count_id,Region_id,Region_cod,Region_desc,Year,Birth Rate,Birth Count,Type_Birth_Id,Type_birth_desc
443,27,MO,Missouri,2008,68.3,80963,1,Birth
444,28,MT,Montana,2008,69.5,12594,1,Birth
445,29,NE,Nebraska,2008,76.9,26989,1,Birth
446,30,NV,Nevada,2008,76,39506,1,Birth
447,31,NH,New Hampshire,2008,52.8,13683,1,Birth
448,32,NJ,New Jersey,2008,65.1,112710,1,Birth
449,33,NM,New Mexico,2008,75.9,30173,1,Birth
450,34,NY,New York,2008,61.4,250383,1,Birth
451,35,NC,North Carolina,2008,69.1,130839,1,Birth
452,36,ND,North Dakota,2008,71.3,8938,1,Birth
453,37,OH,Ohio,2008,65.1,148821,1,Birth
454,38,OK,Oklahoma,2008,75.9,54781,1,Birth
455,39,OR,Oregon,2008,65.6,49096,1,Birth
456,40,PA,Pennsylvania,2008,61.8,149273,1,Birth
457,41,RI,Rhode Island,2008,55.3,12048,1,Birth
458,42,SC,South Carolina,2008,69.7,63071,1,Birth
459,43,SD,South Dakota,2008,79.1,12071,1,Birth
460,44,TN,Tennessee,2008,68,85560,1,Birth
461,45,TX,Texas,2008,79.1,405554,1,Birth
462,46,UT,Utah,2008,93.1,55634,1,Birth
463,47,VT,Vermont,2008,52.4,6339,1,Birth
464,48,VA,Virginia,2008,66,106686,1,Birth
465,49,WA,Washington,2008,68,90321,1,Birth
466,50,WV,West Virginia,2008,62.2,21501,1,Birth
467,51,WI,Wisconsin,2008,64.9,72261,1,Birth
468,52,WY,Wyoming,2008,78.4,8038,1,Birth
469,1,US,United States,2009,66.7,4130665,1,Birth
470,2,AL,Alabama,2009,65.7,62475,1,Birth
471,3,AK,Alaska,2009,78.3,11324,1,Birth
472,4,AZ,Arizona,2009,71.5,92798,1,Birth
473,5,AR,Arkansas,2009,70,39808,1,Birth
474,6,CA,California,2009,68.5,527020,1,Birth
475,7,CO,Colorado,2009,66.8,68628,1,Birth
476,8,CT,Connecticut,2009,56.5,38896,1,Birth
477,9,DE,Delaware,2009,65.4,11559,1,Birth
478,10,DC,District of Columbia,2009,59.9,9040,1,Birth
479,11,FL,Florida,2009,63.6,221394,1,Birth
480,12,GA,Georgia,2009,67.7,141377,1,Birth
481,13,HI,Hawaii,2009,75.8,18887,1,Birth
482,14,ID,Idaho,2009,77.5,23737,1,Birth
483,15,IL,Illinois,2009,64.7,171163,1,Birth
484,16,IN,Indiana,2009,67.6,86673,1,Birth
485,17,IA,Iowa,2009,68.7,39701,1,Birth
486,18,KS,Kansas,2009,74.7,41396,1,Birth
487,19,KY,Kentucky,2009,66.6,57551,1,Birth
488,20,LA,Louisiana,2009,69.8,64973,1,Birth
489,21,ME,Maine,2009,54.8,13470,1,Birth
490,22,MD,Maryland,2009,63.8,75059,1,Birth
491,23,MA,Massachusetts,2009,55.3,75016,1,Birth
492,24,MI,Michigan,2009,59.8,117294,1,Birth
493,25,MN,Minnesota,2009,67.5,70646,1,Birth
494,26,MS,Mississippi,2009,70.9,42901,1,Birth
495,27,MO,Missouri,2009,66.2,78905,1,Birth
496,28,MT,Montana,2009,67.2,12257,1,Birth
497,29,NE,Nebraska,2009,76.4,26936,1,Birth
498,30,NV,Nevada,2009,71.2,37612,1,Birth
499,31,NH,New Hampshire,2009,51.9,13377,1,Birth
500,32,NJ,New Jersey,2009,64.5,110331,1,Birth
501,33,NM,New Mexico,2009,73.4,29000,1,Birth
502,34,NY,New York,2009,61.7,248110,1,Birth
503,35,NC,North Carolina,2009,66.3,126845,1,Birth
504,36,ND,North Dakota,2009,70.8,9001,1,Birth
505,37,OH,Ohio,2009,63.8,144841,1,Birth
506,38,OK,Oklahoma,2009,74.8,54553,1,Birth
507,39,OR,Oregon,2009,62.4,47132,1,Birth
508,40,PA,Pennsylvania,2009,60.1,146434,1,Birth
509,41,RI,Rhode Island,2009,53.6,11442,1,Birth
510,42,SC,South Carolina,2009,66.3,60620,1,Birth
511,43,SD,South Dakota,2009,77.7,11934,1,Birth
512,44,TN,Tennessee,2009,64.7,82211,1,Birth
513,45,TX,Texas,2009,77.6,401977,1,Birth
514,46,UT,Utah,2009,88.4,53887,1,Birth
515,47,VT,Vermont,2009,50.8,6110,1,Birth
516,48,VA,Virginia,2009,64.4,105059,1,Birth
517,49,WA,Washington,2009,66.4,89313,1,Birth
518,50,WV,West Virginia,2009,61.7,21268,1,Birth
519,51,WI,Wisconsin,2009,63.7,70843,1,Birth
520,52,WY,Wyoming,2009,75,7881,1,Birth
521,1,US,United States,2010,64.1,3999386,1,Birth
522,2,AL,Alabama,2010,62.5,60050,1,Birth
523,3,AK,Alaska,2010,80.1,11471,1,Birth
524,4,AZ,Arizona,2010,69.3,87477,1,Birth
525,5,AR,Arkansas,2010,67.7,38540,1,Birth
526,6,CA,California,2010,64.8,510198,1,Birth
527,7,CO,Colorado,2010,64.7,66355,1,Birth
528,8,CT,Connecticut,2010,54.5,37708,1,Birth
529,9,DE,Delaware,2010,63.4,11364,1,Birth
530,10,DC,District of Columbia,2010,56.5,9165,1,Birth
531,11,FL,Florida,2010,60.3,214590,1,Birth
532,12,GA,Georgia,2010,64.6,133947,1,Birth
533,13,HI,Hawaii,2010,72.4,18988,1,Birth
534,14,ID,Idaho,2010,75.7,23198,1,Birth
535,15,IL,Illinois,2010,62.8,165200,1,Birth
536,16,IN,Indiana,2010,65.2,83940,1,Birth
537,17,IA,Iowa,2010,67.1,38719,1,Birth
538,18,KS,Kansas,2010,73.3,40649,1,Birth
539,19,KY,Kentucky,2010,65.3,55784,1,Birth
540,20,LA,Louisiana,2010,67.2,62379,1,Birth
541,21,ME,Maine,2010,53.6,12970,1,Birth
542,22,MD,Maryland,2010,61.8,73801,1,Birth
543,23,MA,Massachusetts,2010,54,72865,1,Birth
544,24,MI,Michigan,2010,59.7,114531,1,Birth
545,25,MN,Minnesota,2010,65.6,68610,1,Birth
546,26,MS,Mississippi,2010,66.3,40036,1,Birth
547,27,MO,Missouri,2010,65.2,76759,1,Birth
548,28,MT,Montana,2010,67.1,12060,1,Birth
549,29,NE,Nebraska,2010,73,25918,1,Birth
550,30,NV,Nevada,2010,65.3,35934,1,Birth
551,31,NH,New Hampshire,2010,51.5,12874,1,Birth
552,32,NJ,New Jersey,2010,61.5,106922,1,Birth
553,33,NM,New Mexico,2010,69.9,27850,1,Birth
554,34,NY,New York,2010,60.4,244375,1,Birth
555,35,NC,North Carolina,2010,62.8,122350,1,Birth
556,36,ND,North Dakota,2010,70.5,9104,1,Birth
557,37,OH,Ohio,2010,62.2,139128,1,Birth
558,38,OK,Oklahoma,2010,72.3,53238,1,Birth
559,39,OR,Oregon,2010,60.4,45540,1,Birth
560,40,PA,Pennsylvania,2010,58.7,143321,1,Birth
561,41,RI,Rhode Island,2010,52.1,11177,1,Birth
562,42,SC,South Carolina,2010,62.8,58342,1,Birth
563,43,SD,South Dakota,2010,77.5,11811,1,Birth
564,44,TN,Tennessee,2010,62.4,79495,1,Birth
565,45,TX,Texas,2010,72.5,386118,1,Birth
566,46,UT,Utah,2010,86.8,52258,1,Birth
567,47,VT,Vermont,2010,52.6,6223,1,Birth
568,48,VA,Virginia,2010,62.3,103002,1,Birth
569,49,WA,Washington,2010,63.8,86539,1,Birth
570,50,WV,West Virginia,2010,59.9,20470,1,Birth
571,51,WI,Wisconsin,2010,62.4,68487,1,Birth
572,52,WY,Wyoming,2010,70.9,7556,1,Birth
573,1,US,United States,2011,63.2,3953590,1,Birth
574,2,AL,Alabama,2011,61.8,59354,1,Birth
575,3,AK,Alaska,2011,78.5,11456,1,Birth
576,4,AZ,Arizona,2011,67.3,85543,1,Birth
577,5,AR,Arkansas,2011,67.8,38715,1,Birth
578,6,CA,California,2011,63.4,502120,1,Birth
579,7,CO,Colorado,2011,62.7,65055,1,Birth
580,8,CT,Connecticut,2011,54.3,37281,1,Birth
581,9,DE,Delaware,2011,62.9,11257,1,Birth
582,10,DC,District of Columbia,2011,56,9295,1,Birth
583,11,FL,Florida,2011,59.6,213414,1,Birth
584,12,GA,Georgia,2011,63.8,132409,1,Birth
585,13,HI,Hawaii,2011,71.9,18956,1,Birth
586,14,ID,Idaho,2011,72.3,22305,1,Birth
587,15,IL,Illinois,2011,61.5,161312,1,Birth
588,16,IN,Indiana,2011,65,83701,1,Birth
589,17,IA,Iowa,2011,66.1,38214,1,Birth
590,18,KS,Kansas,2011,71.2,39642,1,Birth
591,19,KY,Kentucky,2011,64.7,55370,1,Birth
592,20,LA,Louisiana,2011,66.4,61888,1,Birth
593,21,ME,Maine,2011,53.1,12704,1,Birth
594,22,MD,Maryland,2011,61.3,73093,1,Birth
595,23,MA,Massachusetts,2011,54.3,73166,1,Birth
596,24,MI,Michigan,2011,59.9,114008,1,Birth
597,25,MN,Minnesota,2011,65.5,68409,1,Birth
598,26,MS,Mississippi,2011,66,39860,1,Birth
599,27,MO,Missouri,2011,64.8,76117,1,Birth
600,28,MT,Montana,2011,66.7,12069,1,Birth
601,29,NE,Nebraska,2011,72,25720,1,Birth
602,30,NV,Nevada,2011,64.2,35296,1,Birth
603,31,NH,New Hampshire,2011,51.9,12851,1,Birth
604,32,NJ,New Jersey,2011,61.3,105883,1,Birth
605,33,NM,New Mexico,2011,68.2,27289,1,Birth
606,34,NY,New York,2011,59.8,241312,1,Birth
607,35,NC,North Carolina,2011,61.5,120389,1,Birth
608,36,ND,North Dakota,2011,72.4,9527,1,Birth
609,37,OH,Ohio,2011,62.1,137918,1,Birth
610,38,OK,Oklahoma,2011,70.4,52272,1,Birth
611,39,OR,Oregon,2011,59.4,45155,1,Birth
612,40,PA,Pennsylvania,2011,58.8,143178,1,Birth
613,41,RI,Rhode Island,2011,51.5,10960,1,Birth
614,42,SC,South Carolina,2011,61.8,57393,1,Birth
615,43,SD,South Dakota,2011,77.1,11846,1,Birth
616,44,TN,Tennessee,2011,62.3,79588,1,Birth
617,45,TX,Texas,2011,69.8,377445,1,Birth
618,46,UT,Utah,2011,83.6,51223,1,Birth
619,47,VT,Vermont,2011,51.8,6078,1,Birth
620,48,VA,Virginia,2011,61.9,102652,1,Birth
621,49,WA,Washington,2011,63.7,86976,1,Birth
622,50,WV,West Virginia,2011,60.7,20717,1,Birth
623,51,WI,Wisconsin,2011,62,67810,1,Birth
624,52,WY,Wyoming,2011,69.1,7399,1,Birth
625,1,US,United States,2012,63,3952841,1,Birth
626,2,AL,Alabama,2012,60.9,58448,1,Birth
627,3,AK,Alaska,2012,75.9,11187,1,Birth
628,4,AZ,Arizona,2012,67.5,86441,1,Birth
629,5,AR,Arkansas,2012,67,38347,1,Birth
630,6,CA,California,2012,63.3,503755,1,Birth
631,7,CO,Colorado,2012,62,65187,1,Birth
632,8,CT,Connecticut,2012,53.2,36539,1,Birth
633,9,DE,Delaware,2012,61.4,11023,1,Birth
634,10,DC,District of Columbia,2012,55.3,9399,1,Birth
635,11,FL,Florida,2012,59,213148,1,Birth
636,12,GA,Georgia,2012,62.4,130280,1,Birth
637,13,HI,Hawaii,2012,71.6,18980,1,Birth
638,14,ID,Idaho,2012,74.1,22963,1,Birth
639,15,IL,Illinois,2012,60.9,159160,1,Birth
640,16,IN,Indiana,2012,64.7,83227,1,Birth
641,17,IA,Iowa,2012,66.8,38702,1,Birth
642,18,KS,Kansas,2012,72.3,40341,1,Birth
643,19,KY,Kentucky,2012,65.4,55758,1,Birth
644,20,LA,Louisiana,2012,67,62642,1,Birth
645,21,ME,Maine,2012,53.9,12798,1,Birth
646,22,MD,Maryland,2012,60.8,72883,1,Birth
647,23,MA,Massachusetts,2012,53.5,72439,1,Birth
648,24,MI,Michigan,2012,59.6,113091,1,Birth
649,25,MN,Minnesota,2012,65.7,68772,1,Birth
650,26,MS,Mississippi,2012,64.2,38669,1,Birth
651,27,MO,Missouri,2012,64.3,75446,1,Birth
652,28,MT,Montana,2012,66.6,12118,1,Birth
653,29,NE,Nebraska,2012,72.3,25942,1,Birth
654,30,NV,Nevada,2012,63,34911,1,Birth
655,31,NH,New Hampshire,2012,50.3,12352,1,Birth
656,32,NJ,New Jersey,2012,60.4,104230,1,Birth
657,33,NM,New Mexico,2012,67.8,27068,1,Birth
658,34,NY,New York,2012,59.7,240916,1,Birth
659,35,NC,North Carolina,2012,61,119831,1,Birth
660,36,ND,North Dakota,2012,74.6,10106,1,Birth
661,37,OH,Ohio,2012,62.6,138483,1,Birth
662,38,OK,Oklahoma,2012,70.5,52751,1,Birth
663,39,OR,Oregon,2012,59,45067,1,Birth
664,40,PA,Pennsylvania,2012,58.8,142514,1,Birth
665,41,RI,Rhode Island,2012,51.7,10926,1,Birth
666,42,SC,South Carolina,2012,61.4,57155,1,Birth
667,43,SD,South Dakota,2012,78.1,12104,1,Birth
668,44,TN,Tennessee,2012,62.6,80371,1,Birth
669,45,TX,Texas,2012,69.9,382727,1,Birth
670,46,UT,Utah,2012,83.1,51465,1,Birth
671,47,VT,Vermont,2012,51.6,6009,1,Birth
672,48,VA,Virginia,2012,61.7,103013,1,Birth
673,49,WA,Washington,2012,63.5,87463,1,Birth
674,50,WV,West Virginia,2012,61.3,20827,1,Birth
675,51,WI,Wisconsin,2012,61.8,67295,1,Birth
676,52,WY,Wyoming,2012,69.5,7572,1,Birth
677,1,US,United States,2013,62.5,3932181,1,Birth
678,2,AL,Alabama,2013,60.6,58167,1,Birth
679,3,AK,Alaska,2013,77.8,11446,1,Birth
680,4,AZ,Arizona,2013,66.3,85600,1,Birth
681,5,AR,Arkansas,2013,65.9,37832,1,Birth
682,6,CA,California,2013,62,494705,1,Birth
683,7,CO,Colorado,2013,61,65007,1,Birth
684,8,CT,Connecticut,2013,52.7,36085,1,Birth
685,9,DE,Delaware,2013,60.3,10831,1,Birth
686,10,DC,District of Columbia,2013,53.3,9288,1,Birth
687,11,FL,Florida,2013,59.3,215407,1,Birth
688,12,GA,Georgia,2013,61.6,128748,1,Birth
689,13,HI,Hawaii,2013,71.5,18987,1,Birth
690,14,ID,Idaho,2013,71.8,22383,1,Birth
691,15,IL,Illinois,2013,60.3,156931,1,Birth
692,16,IN,Indiana,2013,64.3,83102,1,Birth
693,17,IA,Iowa,2013,67.1,39094,1,Birth
694,18,KS,Kansas,2013,69.5,38839,1,Birth
695,19,KY,Kentucky,2013,65.3,55686,1,Birth
696,20,LA,Louisiana,2013,67.3,63201,1,Birth
697,21,ME,Maine,2013,54.4,12776,1,Birth
698,22,MD,Maryland,2013,60.1,71953,1,Birth
699,23,MA,Massachusetts,2013,52.8,71788,1,Birth
700,24,MI,Michigan,2013,60,113489,1,Birth
701,25,MN,Minnesota,2013,65.9,69159,1,Birth
702,26,MS,Mississippi,2013,64.2,38634,1,Birth
703,27,MO,Missouri,2013,64.1,75296,1,Birth
704,28,MT,Montana,2013,67.2,12377,1,Birth
705,29,NE,Nebraska,2013,72.2,26095,1,Birth
706,30,NV,Nevada,2013,62.8,35030,1,Birth
707,31,NH,New Hampshire,2013,50.8,12396,1,Birth
708,32,NJ,New Jersey,2013,59.6,102575,1,Birth
709,33,NM,New Mexico,2013,66.1,26354,1,Birth
710,34,NY,New York,2013,58.8,236980,1,Birth
711,35,NC,North Carolina,2013,60.4,119002,1,Birth
712,36,ND,North Dakota,2013,75.3,10599,1,Birth
713,37,OH,Ohio,2013,62.7,138936,1,Birth
714,38,OK,Oklahoma,2013,70.6,53369,1,Birth
715,39,OR,Oregon,2013,58.6,45155,1,Birth
716,40,PA,Pennsylvania,2013,58.4,140921,1,Birth
717,41,RI,Rhode Island,2013,51.6,10809,1,Birth
718,42,SC,South Carolina,2013,60.6,56795,1,Birth
719,43,SD,South Dakota,2013,78.1,12248,1,Birth
720,44,TN,Tennessee,2013,62.1,79992,1,Birth
721,45,TX,Texas,2013,69.9,387340,1,Birth
722,46,UT,Utah,2013,80.9,50957,1,Birth
723,47,VT,Vermont,2013,51.4,5975,1,Birth
724,48,VA,Virginia,2013,60.9,102147,1,Birth
725,49,WA,Washington,2013,62.6,86577,1,Birth
726,50,WV,West Virginia,2013,61.5,20825,1,Birth
727,51,WI,Wisconsin,2013,61.3,66649,1,Birth
728,52,WY,Wyoming,2013,69.3,7644,1,Birth
729,1,US,United States,2014,62.9,3988076,1,Birth
730,2,AL,Alabama,2014,61.8,59422,1,Birth
731,3,AK,Alaska,2014,77.3,11392,1,Birth
732,4,AZ,Arizona,2014,66.4,86887,1,Birth
733,5,AR,Arkansas,2014,67,38511,1,Birth
734,6,CA,California,2014,62.4,502879,1,Birth
735,7,CO,Colorado,2014,60.7,65830,1,Birth
736,8,CT,Connecticut,2014,53,36285,1,Birth
737,9,DE,Delaware,2014,60.8,10972,1,Birth
738,10,DC,District of Columbia,2014,53.6,9509,1,Birth
739,11,FL,Florida,2014,59.7,219991,1,Birth
740,12,GA,Georgia,2014,62.2,130946,1,Birth
741,13,HI,Hawaii,2014,69.3,18550,1,Birth
742,14,ID,Idaho,2014,72.7,22876,1,Birth
743,15,IL,Illinois,2014,61.1,158556,1,Birth
744,16,IN,Indiana,2014,64.9,84080,1,Birth
745,17,IA,Iowa,2014,67.8,39687,1,Birth
746,18,KS,Kansas,2014,70,39223,1,Birth
747,19,KY,Kentucky,2014,65.8,56170,1,Birth
748,20,LA,Louisiana,2014,68.4,64497,1,Birth
749,21,ME,Maine,2014,54.3,12698,1,Birth
750,22,MD,Maryland,2014,61.5,73921,1,Birth
751,23,MA,Massachusetts,2014,52.5,71908,1,Birth
752,24,MI,Michigan,2014,60.6,114375,1,Birth
753,25,MN,Minnesota,2014,66.4,69904,1,Birth
754,26,MS,Mississippi,2014,64.4,38736,1,Birth
755,27,MO,Missouri,2014,64.1,75360,1,Birth
756,28,MT,Montana,2014,67,12432,1,Birth
757,29,NE,Nebraska,2014,73.6,26794,1,Birth
758,30,NV,Nevada,2014,63.3,35861,1,Birth
759,31,NH,New Hampshire,2014,50.5,12302,1,Birth
760,32,NJ,New Jersey,2014,59.9,103305,1,Birth
761,33,NM,New Mexico,2014,65.5,26052,1,Birth
762,34,NY,New York,2014,59,238773,1,Birth
763,35,NC,North Carolina,2014,61,120975,1,Birth
764,36,ND,North Dakota,2014,78.8,11359,1,Birth
765,37,OH,Ohio,2014,63.1,139467,1,Birth
766,38,OK,Oklahoma,2014,69.9,53339,1,Birth
767,39,OR,Oregon,2014,58.7,45556,1,Birth
768,40,PA,Pennsylvania,2014,59.1,142268,1,Birth
769,41,RI,Rhode Island,2014,51.5,10823,1,Birth
770,42,SC,South Carolina,2014,61.1,57627,1,Birth
771,43,SD,South Dakota,2014,77.8,12283,1,Birth
772,44,TN,Tennessee,2014,63,81602,1,Birth
773,45,TX,Texas,2014,70.7,399766,1,Birth
774,46,UT,Utah,2014,80,51154,1,Birth
775,47,VT,Vermont,2014,52.9,6130,1,Birth
776,48,VA,Virginia,2014,61.3,103300,1,Birth
777,49,WA,Washington,2014,63.3,88585,1,Birth
778,50,WV,West Virginia,2014,60.3,20301,1,Birth
779,51,WI,Wisconsin,2014,61.8,67161,1,Birth
780,52,WY,Wyoming,2014,69.4,7696,1,Birth
781,1,US,United States,2015,62.5,3978497,1,Birth
782,1,US,United States,2016,62,3945875,1,Birth
783,7,CO,Colorado,2015,60.2,66581,1,Birth
784,7,CO,Colorado,2016,59.3,66613,1,Birth
785,2,AL,Alabama,2015,62.2,59657,1,Birth
786,2,AL,Alabama,2016,62.1,59151,1,Birth
787,3,AK,Alaska,2015,77,11282,1,Birth
788,3,AK,Alaska,2016,76.1,11209,1,Birth
789,4,AZ,Arizona,2015,64.7,85351,1,Birth
790,4,AZ,Arizona,2016,63.5,84520,1,Birth
791,5,AR,Arkansas,2015,67.5,38886,1,Birth
792,5,AR,Arkansas,2016,66.4,38274,1,Birth
793,6,CA,California,2015,60.8,491748,1,Birth
794,6,CA,California,2016,60.6,488827,1,Birth
795,8,CT,Connecticut,2015,52.5,35746,1,Birth
796,8,CT,Connecticut,2016,53.4,36015,1,Birth
797,9,DE,Delaware,2015,61.8,11166,1,Birth
798,9,DE,Delaware,2016,61.2,10992,1,Birth
799,10,DC,District of Columbia,2015,52.8,9578,1,Birth
800,10,DC,District of Columbia,2016,53.7,9858,1,Birth
801,11,FL,Florida,2015,60,224269,1,Birth
802,11,FL,Florida,2016,59.7,225022,1,Birth
803,12,GA,Georgia,2015,62,131404,1,Birth
804,12,GA,Georgia,2016,61.1,130042,1,Birth
805,13,HI,Hawaii,2015,68.7,18420,1,Birth
806,13,HI,Hawaii,2016,67.6,18059,1,Birth
807,14,ID,Idaho,2015,71.8,22827,1,Birth
808,14,ID,Idaho,2016,69.8,22482,1,Birth
809,15,IL,Illinois,2015,61.3,158116,1,Birth
810,15,IL,Illinois,2016,60.6,154445,1,Birth
811,16,IN,Indiana,2015,64.8,84040,1,Birth
812,16,IN,Indiana,2016,64.3,83091,1,Birth
813,17,IA,Iowa,2015,67.1,39482,1,Birth
814,17,IA,Iowa,2016,66.9,39403,1,Birth
815,18,KS,Kansas,2015,69.9,39154,1,Birth
816,18,KS,Kansas,2016,68.1,38053,1,Birth
817,19,KY,Kentucky,2015,65.7,55971,1,Birth
818,19,KY,Kentucky,2016,65.4,55449,1,Birth
819,20,LA,Louisiana,2015,68.5,64692,1,Birth
820,20,LA,Louisiana,2016,67.2,63178,1,Birth
821,21,ME,Maine,2015,54.3,12607,1,Birth
822,21,ME,Maine,2016,54.9,12705,1,Birth
823,22,MD,Maryland,2015,61.3,73616,1,Birth
824,22,MD,Maryland,2016,61.3,73136,1,Birth
825,23,MA,Massachusetts,2015,52,71492,1,Birth
826,23,MA,Massachusetts,2016,51.9,71317,1,Birth
827,24,MI,Michigan,2015,60.3,113312,1,Birth
828,24,MI,Michigan,2016,60.5,113315,1,Birth
829,25,MN,Minnesota,2015,66.3,69834,1,Birth
830,25,MN,Minnesota,2016,66.1,69749,1,Birth
831,26,MS,Mississippi,2015,64,38394,1,Birth
832,26,MS,Mississippi,2016,63.7,37928,1,Birth
833,27,MO,Missouri,2015,63.8,75061,1,Birth
834,27,MO,Missouri,2016,63.8,74705,1,Birth
835,28,MT,Montana,2015,67.3,12583,1,Birth
836,28,MT,Montana,2016,65.3,12282,1,Birth
837,29,NE,Nebraska,2015,72.8,26679,1,Birth
838,29,NE,Nebraska,2016,72.2,26589,1,Birth
839,30,NV,Nevada,2015,63.3,36298,1,Birth
840,30,NV,Nevada,2016,62.6,36260,1,Birth
841,31,NH,New Hampshire,2015,51.3,12433,1,Birth
842,31,NH,New Hampshire,2016,50.9,12267,1,Birth
843,32,NJ,New Jersey,2015,60,103127,1,Birth
844,32,NJ,New Jersey,2016,60.1,102647,1,Birth
845,33,NM,New Mexico,2015,65.3,25816,1,Birth
846,33,NM,New Mexico,2016,62.7,24692,1,Birth
847,34,NY,New York,2015,58.8,237274,1,Birth
848,34,NY,New York,2016,58.6,234283,1,Birth
849,35,NC,North Carolina,2015,60.7,120843,1,Birth
850,35,NC,North Carolina,2016,60.3,120779,1,Birth
851,36,ND,North Dakota,2015,76.4,11314,1,Birth
852,36,ND,North Dakota,2016,77.3,11383,1,Birth
853,37,OH,Ohio,2015,63.1,139264,1,Birth
854,37,OH,Ohio,2016,62.8,138085,1,Birth
855,38,OK,Oklahoma,2015,69.1,53122,1,Birth
856,38,OK,Oklahoma,2016,68.4,52592,1,Birth
857,39,OR,Oregon,2015,58.1,45655,1,Birth
858,39,OR,Oregon,2016,57,45535,1,Birth
859,40,PA,Pennsylvania,2015,58.7,141047,1,Birth
860,40,PA,Pennsylvania,2016,58.5,139409,1,Birth
861,41,RI,Rhode Island,2015,52.5,10993,1,Birth
862,41,RI,Rhode Island,2016,51.8,10798,1,Birth
863,42,SC,South Carolina,2015,61.1,58139,1,Birth
864,42,SC,South Carolina,2016,59.9,57342,1,Birth
865,43,SD,South Dakota,2015,78.2,12336,1,Birth
866,43,SD,South Dakota,2016,77.7,12275,1,Birth
867,44,TN,Tennessee,2015,62.8,81685,1,Birth
868,44,TN,Tennessee,2016,62,80807,1,Birth
869,45,TX,Texas,2015,70.2,403618,1,Birth
870,45,TX,Texas,2016,68.6,398047,1,Birth
871,46,UT,Utah,2015,78,50778,1,Birth
872,46,UT,Utah,2016,76.2,50464,1,Birth
873,47,VT,Vermont,2015,51.1,5903,1,Birth
874,47,VT,Vermont,2016,50.3,5756,1,Birth
875,48,VA,Virginia,2015,61.3,103303,1,Birth
876,48,VA,Virginia,2016,61.1,102460,1,Birth
877,49,WA,Washington,2015,62.8,88990,1,Birth
878,49,WA,Washington,2016,63,90505,1,Birth
879,50,WV,West Virginia,2015,59.4,19805,1,Birth
880,50,WV,West Virginia,2016,58.2,19079,1,Birth
881,51,WI,Wisconsin,2015,61.8,67041,1,Birth
882,51,WI,Wisconsin,2016,61.6,66615,1,Birth
883,52,WY,Wyoming,2015,70.2,7765,1,Birth
884,52,WY,Wyoming,2016,67.2,7386,1,Birth
